Supplier,Date,Type,Invoice number,Product ID,Description,Quantity,Price,Total Amount
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,DORITOS MEGA QUESO185G,18,4622,83196
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,CHEESSTRIS *42G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,CHOKIS BLACK *37G,6,828,4968
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,GALLETA MAMUT BLANCO,42,217,9114
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,PAPA MARGARITA LIMON * 105 G,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,CHOCLITOS LIMON 230G,19,4076,77444
/ DISTRIBUIDORA FERNANDO DIAZ,6/11/2022,FC,108979,7.70E+12,CHEESE TRIS QUESO *80,12,1849,22188
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHEETOS TRISSITOS PICANTE *39G,6,1093,6558
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA BBQ *39G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOKIS CHISPAS CLASICA *37G,6,828,4968
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,PAPAS ONDULADAS MAYONESA,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO FLAMING HOT *50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DORITOS MEGA QUESO *43G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,GUDIZ  FRITO LAY  * 30,12,647,7764
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA ONDULADA *35G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA LIMON *36G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO BBQ *165G,12,4664,55968
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHEETOS  BOLIQUESO HORNEADOS*32G,12,714,8568
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,NATUCHIS VERDE,8,3950,31600
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA ONDULADA TOMATE *35G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MANIMOTO OROGINAL*48GR,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO MIX *165G,6,4664,27984
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DORITOS FLAMIN HOT *41G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DE TODITO BBQ *400,4,7857,31428
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA POLLO *39G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOKIS CHOCOLATE *47G,6,827,4962
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DE TODITO *400 G,4,7857,31428
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO BBQ*45G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO LIMON *165G,12,4664,55968
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,NATUCHIPS PLATANO MADURO CREMOSITO *36G,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA POLLO *65G,6,2173,13038
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOCLITOS LIMON *40G,36,1092,39312
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOKIS FRITO LAY X 21 GR,16,815,13040
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,NATUCHIPS PLATANO VERDE *38G,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO NATURAL*50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,NATUCHIPS PLATANO MADURO FAMILIAR *135G,8,3950,31600
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA LIMON *65G,6,2173,13038
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MARGARITA PICANTE CON TODO*36GG,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOCLITOS PICANTE *40G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DETODITO MIX*45G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHEETOS BOLIQUESO *34G,30,1092,32760
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,MANIMOTO LIMON *46G,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,PAPA DE POLLO MARGARITA * 105 G,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHEETOS HORNEADOS *40G,6,1093,6558
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DE TODITO LIMON *50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,DORITOS MEGA QUESO185G,18,4622,83196
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHEESSTRIS *42G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOKIS BLACK *37G,6,828,4968
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,PAPA MARGARITA LIMON * 105 G,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHOCLITOS LIMON 230G,19,4076,77444
/ DISTRIBUIDORA FERNANDO DIAZ,7/2/2022,FC,112407,7.70E+12,CHEESE TRIS QUESO *80,8,1849,14792
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DE TODITO PAKE/NATURAL X 45 GR,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA BBQ *39G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOKIS CHISPAS CLASICA *37G,6,828,4968
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,PAPAS ONDULADAS MAYONESA,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,PAPAS ONDULADAS MAYONESA,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DETODITO FLAMING HOT *50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DETODITO NATURAL *165G,6,4664,27984
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MANIMOTO LIMON *42G,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DORITOS MEGA QUESO *43G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA ONDULADA *35G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA LIMON *36G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DETODITO BBQ *165G,12,4664,55968
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEETOS  BOLIQUESO HORNEADOS*32G,12,714,8568
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA ONDULADA TOMATE *35G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MANIMOTO OROGINAL*48GR,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,PAPAS MARGARITA POLLO 30 GR,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DETODITO MIX *165G,6,4664,27984
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DORITOS FLAMIN HOT *41G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DE TODITO BBQ *400,4,7857,31428
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA POLLO *39G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOKIS CHOCOLATE *47G,6,827,4962
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DE TODITO *400 G,4,7857,31428
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MANI MOTO NAKED PASAS,12,700,8400
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DETODITO LIMON *165G,12,4664,55968
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DE TODITO B.B.Q X 45 GR,18,1811,32598
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,NATUCHIPS PLATANO MADURO CREMOSITO *36G,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA POLLO *65G,6,2173,13038
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOCLITOS LIMON *40G,36,1092,39312
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOKIS FRITO LAY X 21 GR,16,815,13040
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,NATUCHIPS PLATANO VERDE *38G,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA LIMON *65G,6,2173,13038
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA PICANTE CON TODO*36GG,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOCLITOS PICANTE *40G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DETODITO MIX*45G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DE TODITO LIMON *45G,18,1811,32598
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEETOS BOLIQUESO *34G,30,1092,32760
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,GUDIZ VAINILLA *28G,12,647,7764
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEETOS HORNEADITOS *160G,12,3571,42852
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,PAPA DE POLLO MARGARITA * 105 G,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEETOS HORNEADOS *40G,6,1093,6558
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MANIMOTO NAKED *36G,12,703,8436
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,DORITOS MEGA QUESO185G,18,4622,83196
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEESSTRIS *42G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOKIS BLACK *37G,6,828,4968
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEETOS PICANTES *43G,6,1093,6558
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,MARGARITA CREMA Y CEBOLLA *36G,6,1304,7824
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,PAPA MARGARITA LIMON * 105 G,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHOCLITOS LIMON 230G,57,4076,232332
/ DISTRIBUIDORA FERNANDO DIAZ,7/9/2022,FC,113477,7.70E+12,CHEESE TRIS QUESO *80,8,1849,14792
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MARGARITA BBQ *39G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO FLAMING HOT *50G,6,1811,10866
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO NATURAL *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MANIMOTO LIMON *42G,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DORITOS MEGA QUESO *43G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MARGARITA LIMON *36G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO BBQ *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,NATUCHIS VERDE,6,3950,23700
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DORITO MEGA QUESO*68G,6,2173,13038
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MANIMOTO OROGINAL*48GR,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MARGARITA NATURAL *36G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO MIX *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DORITOS FLAMIN HOT *41G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHOCLITOS LIMON *210G,38,4076,154888
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DE TODITO BBQ *400,6,7857,47142
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MARGARITA POLLO *39G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DE TODITO *400 G,6,7857,47142
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO BBQ*45G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO LIMON *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,NATUCHIPS PLATANO MADURO CREMOSITO *36G,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHOCLITOS LIMON *40G,36,1092,39312
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHOKIS FRITO LAY X 21 GR,32,813,26016
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO NATURAL*50G,6,1811,10866
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,NATUCHIPS PLATANO MADURO FAMILIAR *135G,6,3950,23700
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MARGARITA PICANTE CON TODO*36GG,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHOCLITOS PICANTE *40G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DETODITO MIX*45G,6,1811,10866
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEETOS BOLIQUESO *34G,30,1092,32760
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,GUDIZ VAINILLA *28G,12,646,7752
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEETOS HORNEADITOS *160G,12,3561,42732
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,PAPA DE POLLO MARGARITA * 105 G,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEETOS HORNEADOS *40G,8,1092,8736
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DE TODITO LIMON *50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,GALLETA MAMUT *13,42,290,12180
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,DORITOS MEGA QUESO185G,12,4622,55464
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEESSTRIS *42G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEETOS FLAMING HOT *37G,6,1093,6558
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEETOS PICANTES *43G,8,1092,8736
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,GALLETA MAMUT BLANCO,42,290,12180
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,MARGARITA CREMA Y CEBOLLA *36G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,PAPA MARGARITA LIMON * 105 G,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,7/23/2022,FC,115612,7.70E+12,CHEESE TRIS QUESO *80,8,1849,14792
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,MARGARITA BBQ *39G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPAS ONDULADAS MAYONESA,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPAS ONDULADAS MAYONESA,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO FLAMING HOT *50G,6,1811,10866
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO NATURAL *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,MANIMOTO LIMON *42G,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DORITOS MEGA QUESO *43G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,MARGARITA LIMON *36G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO BBQ *165G,16,4664,74624
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEETOS  BOLIQUESO HORNEADOS*32G,12,714,8568
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,NATUCHIS VERDE,10,3950,39500
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DORITO MEGA QUESO*68G,6,2173,13038
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,MANIMOTO OROGINAL*48GR,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPAS MARGARITA POLLO 30 GR,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO MIX *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DORITOS FLAMIN HOT *41G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHOCLITOS LIMON *210G,38,4076,154888
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DE TODITO BBQ *400,6,7857,47142
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,MARGARITA POLLO *39G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DE TODITO *400 G,6,7857,47142
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO BBQ*45G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO LIMON *165G,16,4664,74624
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,NATUCHIPS PLATANO MADURO CREMOSITO *36G,6,1304,7824
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHOCLITOS LIMON *40G,36,1092,39312
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHOKIS FRITO LAY X 21 GR,16,813,13008
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,NATUCHIPS PLATANO VERDE *38G,6,1304,7824
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO NATURAL*50G,6,1811,10866
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,NATUCHIPS PLATANO MADURO FAMILIAR *135G,10,3950,39500
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,MARGARITA PICANTE CON TODO*36GG,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHOCLITOS PICANTE *40G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DETODITO MIX*45G,6,1811,10866
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEETOS BOLIQUESO *34G,30,1092,32760
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,GUDIZ VAINILLA *28G,12,646,7752
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPAS MARGARITA LIMON X 30 GR,12,1304,15648
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEETOS HORNEADITOS *160G,12,3571,42852
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPA DE POLLO MARGARITA * 105 G,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEETOS HORNEADOS *40G,10,1092,10920
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DE TODITO LIMON *50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPA MARGARITA NATURAL *105 G,6,3572,21432
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,DORITOS MEGA QUESO185G,12,4622,55464
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEESSTRIS *42G,12,1092,13104
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEETOS FLAMING HOT *37G,6,1093,6558
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEETOS PICANTES *43G,10,1092,10920
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,PAPA MARGARITA LIMON * 105 G,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,8/2/2022,FC,117382,7.70E+12,CHEESE TRIS QUESO *80,8,1849,14792
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,CHOKIS CHISPAS CLASICA *37G,6,828,4968
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,PAPAS ONDULADAS MAYONESA,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,PAPAS ONDULADAS MAYONESA,8,3571,28568
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,DETODITO FLAMING HOT *50G,12,1811,21732
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,DETODITO NATURAL *165G,8,4664,37312
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,MANIMOTO LIMON *42G,12,1050,12600
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,DORITOS MEGA QUESO *43G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,MARGARITA ONDULADA *35G,6,1449,8694
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,MARGARITA LIMON *36G,12,1449,17388
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,DETODITO BBQ *165G,16,4664,74624
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,CHEETOS  BOLIQUESO HORNEADOS*32G,12,714,8568
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,NATUCHIS VERDE,10,3950,39500
/ DISTRIBUIDORA FERNANDO DIAZ,8/13/2022,FC,119244,7.70E+12,DORITO MEGA QUESO*68G,6,2173,13038
